path,label
db_2/data/img_123.png,7
db_2/data/img_124.png,7
db_2/data/img_125.png,7
db_2/data/img_126.png,7
db_2/data/img_127.png,7
db_2/data/img_128.png,7
db_2/data/img_129.png,7
db_2/data/img_130.png,7
db_2/data/img_131.png,7
db_2/data/img_132.png,7
db_2/data/img_133.png,7
db_2/data/img_134.png,7
db_2/data/img_135.png,7
db_2/data/img_136.png,7
db_2/data/img_137.png,7
db_2/data/img_138.png,7
db_2/data/img_139.png,7
db_2/data/img_140.png,8
db_2/data/img_141.png,8
db_2/data/img_142.png,8
db_2/data/img_143.png,8
db_2/data/img_144.png,8
db_2/data/img_145.png,8
db_2/data/img_146.png,8
db_2/data/img_147.png,8
db_2/data/img_148.png,8
db_2/data/img_149.png,8
db_2/data/img_150.png,8
db_2/data/img_151.png,8
db_2/data/img_152.png,8
db_2/data/img_153.png,8
db_2/data/img_154.png,8
db_2/data/img_155.png,8
db_2/data/img_156.png,8
db_2/data/img_157.png,8
db_2/data/img_158.png,8
db_2/data/img_159.png,8
db_2/data/img_160.png,9
db_2/data/img_161.png,9
db_2/data/img_162.png,9
db_2/data/img_163.png,9
db_2/data/img_164.png,9
db_2/data/img_165.png,9
db_2/data/img_166.png,9
db_2/data/img_167.png,9
db_2/data/img_168.png,9
db_2/data/img_169.png,9
db_2/data/img_170.png,9
db_2/data/img_171.png,9
db_2/data/img_172.png,9
db_2/data/img_173.png,9
db_2/data/img_174.png,9
db_2/data/img_175.png,9
db_2/data/img_176.png,9
db_2/data/img_177.png,9
db_2/data/img_178.png,9
db_2/data/img_179.png,9
db_2/data/img_180.png,10
db_2/data/img_181.png,10
db_2/data/img_182.png,10
db_2/data/img_183.png,10
db_2/data/img_184.png,10
db_2/data/img_185.png,10
db_2/data/img_186.png,10
db_2/data/img_187.png,10
db_2/data/img_188.png,10
db_2/data/img_189.png,10
db_2/data/img_190.png,10
db_2/data/img_191.png,10
db_2/data/img_192.png,10
db_2/data/img_193.png,10
db_2/data/img_194.png,10
db_2/data/img_195.png,10
db_2/data/img_196.png,10
db_2/data/img_197.png,10
db_2/data/img_198.png,10
db_2/data/img_199.png,10
